claim_id,fraud_risk_score,layer1a_verdict,layer1b_verdict,final_tier,flagged_date
CLM-001728,40.4,Amber,Clear,Amber,2025-03-19
CLM-001729,1.0,Green,Clear,Green,2025-12-08
CLM-001730,10.0,Green,Clear,Green,2025-03-29
CLM-001731,18.8,Green,Clear,Green,2025-05-25
CLM-001732,66.2,Red,Clear,Amber,2025-04-21
CLM-001733,13.9,Green,Confirmed,Green,2026-03-07
CLM-001734,28.5,Amber,Clear,Green,2025-10-31
CLM-001735,21.6,Green,Clear,Green,2025-07-25
CLM-001736,47.5,Amber,Clear,Amber,2025-02-06
CLM-001737,100.0,Red,Clear,Red,2024-09-19
CLM-001738,25.3,Green,Clear,Green,2025-03-26
CLM-001739,12.7,Green,Clear,Green,2025-02-24
CLM-001740,34.3,Amber,Clear,Amber,2024-08-01
CLM-001741,17.2,Green,Clear,Green,2025-12-03
CLM-001742,23.4,Green,Suspected,Green,2025-06-26
CLM-001743,32.6,Amber,Suspected,Amber,2025-04-27
CLM-001744,21.3,Green,Clear,Green,2025-08-06
CLM-001745,1.0,Green,Clear,Green,2025-01-27
CLM-001746,15.1,Green,Clear,Green,2025-06-15
CLM-001747,100.0,Red,Clear,Red,2024-09-28
CLM-001748,18.0,Green,Suspected,Green,2026-04-27
CLM-001749,17.9,Green,Clear,Green,2024-10-06
CLM-001750,1.0,Green,Clear,Green,2026-02-08
CLM-001751,32.2,Amber,Clear,Amber,2024-09-07
CLM-001752,74.6,Amber,Clear,Red,2026-06-20
CLM-001753,65.6,Amber,Clear,Amber,2024-11-07
CLM-001754,44.4,Amber,Clear,Amber,2025-01-19
CLM-001755,26.3,Green,Clear,Green,2024-09-29
CLM-001756,23.9,Green,Clear,Green,2026-03-01
CLM-001757,27.4,Amber,Clear,Green,2025-05-15
CLM-001758,12.9,Green,Clear,Green,2025-08-10
CLM-001759,19.1,Green,Clear,Green,2025-03-21
CLM-001760,34.0,Green,Clear,Amber,2025-08-08
CLM-001761,100.0,Red,Clear,Red,2026-02-14
CLM-001762,54.8,Amber,Clear,Amber,2025-01-14
CLM-001763,1.0,Green,Clear,Green,2024-11-16
CLM-001764,1.0,Green,Suspected,Green,2025-03-15
CLM-001765,46.0,Amber,Clear,Amber,2025-06-21
CLM-001766,33.9,Green,Clear,Amber,2024-12-31
CLM-001767,58.8,Amber,Clear,Amber,2025-04-18
CLM-001768,1.0,Green,Clear,Green,2025-06-16
CLM-001769,10.8,Green,Clear,Green,2025-08-30
CLM-001770,49.9,Amber,Clear,Amber,2026-01-21
CLM-001771,14.8,Green,Clear,Green,2025-11-19
CLM-001772,44.0,Amber,Clear,Amber,2025-07-03
CLM-001773,24.0,Green,Clear,Green,2024-10-25
CLM-001774,35.8,Amber,Suspected,Amber,2025-06-16
CLM-001775,22.1,Green,Clear,Green,2024-11-22
CLM-001776,100.0,Red,Clear,Red,2024-09-16
CLM-001777,34.0,Amber,Clear,Amber,2025-07-11
CLM-001778,100.0,Red,Clear,Red,2025-01-28
CLM-001779,40.6,Amber,Clear,Amber,2025-11-20
CLM-001780,24.2,Amber,Suspected,Green,2024-11-30
CLM-001781,2.7,Green,Clear,Green,2025-03-10
CLM-001782,25.0,Green,Clear,Green,2024-11-30
CLM-001783,36.9,Amber,Clear,Amber,2026-03-25
CLM-001784,19.2,Green,Clear,Green,2026-01-28
CLM-001785,37.4,Green,Clear,Amber,2026-05-23
CLM-001786,21.6,Green,Clear,Green,2024-11-26
CLM-001787,17.4,Green,Clear,Green,2025-01-07
CLM-001788,84.1,Red,Clear,Red,2026-01-09
CLM-001789,45.4,Amber,Clear,Amber,2026-03-07
CLM-001790,30.6,Amber,Clear,Amber,2025-07-31
CLM-001791,43.5,Amber,Clear,Amber,2025-10-23
CLM-001792,45.4,Amber,Clear,Amber,2025-08-12
CLM-001793,48.8,Amber,Clear,Amber,2024-11-21
CLM-001794,28.0,Green,Clear,Green,2025-12-30
CLM-001795,8.3,Green,Clear,Green,2026-01-16
CLM-001796,19.4,Green,Clear,Green,2024-12-27
CLM-001797,28.5,Green,Clear,Green,2024-09-06
CLM-001798,28.6,Amber,Clear,Green,2025-11-08
CLM-001799,30.6,Amber,Clear,Amber,2026-03-02
CLM-001800,57.7,Amber,Clear,Amber,2025-06-08
CLM-001801,32.1,Green,Clear,Amber,2024-08-17
CLM-001802,37.1,Amber,Clear,Amber,2024-09-20
CLM-001803,100.0,Red,Clear,Red,2025-04-15
CLM-001804,40.8,Amber,Clear,Amber,2025-10-18
CLM-001805,10.0,Green,Clear,Green,2026-01-25
CLM-001806,11.1,Green,Clear,Green,2025-10-25
CLM-001807,1.0,Green,Clear,Green,2025-02-18
CLM-001808,49.7,Amber,Clear,Amber,2025-02-13
CLM-001809,21.3,Green,Clear,Green,2025-09-13
CLM-001810,29.4,Green,Clear,Green,2026-01-24
CLM-001811,37.6,Amber,Suspected,Amber,2026-04-04
CLM-001812,26.8,Amber,Clear,Green,2026-05-30
CLM-001813,44.9,Amber,Clear,Amber,2025-09-07
CLM-001814,21.0,Green,Suspected,Green,2024-12-29
CLM-001815,100.0,Red,Clear,Red,2024-10-10
CLM-001816,36.0,Amber,Clear,Amber,2025-07-02
CLM-001817,40.1,Amber,Clear,Amber,2025-08-25
CLM-001818,16.9,Green,Clear,Green,2026-02-12
CLM-001819,57.0,Amber,Suspected,Amber,2025-05-26
CLM-001820,23.1,Green,Clear,Green,2024-08-20
CLM-001821,42.2,Amber,Clear,Amber,2026-04-13
CLM-001822,22.2,Green,Clear,Green,2025-01-27
CLM-001823,100.0,Red,Clear,Red,2025-04-15
CLM-001824,40.7,Amber,Clear,Amber,2026-04-21
CLM-001825,18.2,Green,Suspected,Green,2026-04-09
CLM-001826,13.8,Green,Clear,Green,2024-07-09
CLM-001827,45.3,Amber,Clear,Amber,2026-01-19
CLM-001828,47.6,Amber,Clear,Amber,2025-07-15
CLM-001829,20.3,Green,Clear,Green,2025-11-15
CLM-001830,17.8,Green,Clear,Green,2025-09-08
CLM-001831,14.0,Green,Clear,Green,2024-08-27
CLM-001832,18.1,Green,Clear,Green,2026-01-11
CLM-001833,29.7,Amber,Clear,Green,2026-05-03
CLM-001834,2.9,Green,Clear,Green,2024-12-11
CLM-001835,11.2,Green,Clear,Green,2025-12-20
CLM-001836,22.9,Green,Clear,Green,2024-10-25
CLM-001837,8.5,Green,Clear,Green,2025-03-24
CLM-001838,21.5,Green,Clear,Green,2025-12-08
CLM-001839,34.4,Amber,Clear,Amber,2026-06-20
CLM-001840,33.5,Green,Clear,Amber,2025-04-05
CLM-001841,52.1,Amber,Clear,Amber,2025-03-31
CLM-001842,45.5,Amber,Clear,Amber,2025-03-18
CLM-001843,62.9,Amber,Clear,Amber,2024-10-19
CLM-001844,11.2,Green,Suspected,Green,2026-04-19
CLM-001845,13.2,Green,Clear,Green,2026-02-27
CLM-001846,50.1,Amber,Clear,Amber,2026-05-16
CLM-001847,56.8,Amber,Clear,Amber,2025-12-20
CLM-001848,55.9,Amber,Clear,Amber,2025-03-28
CLM-001849,19.3,Green,Clear,Green,2026-03-08
CLM-001850,55.8,Amber,Clear,Amber,2025-08-11
CLM-001851,61.7,Amber,Clear,Amber,2024-12-15
CLM-001852,30.4,Amber,Clear,Amber,2024-07-22
CLM-001853,19.0,Green,Clear,Green,2024-11-09
CLM-001854,3.9,Green,Suspected,Green,2026-06-20
CLM-001855,36.7,Amber,Clear,Amber,2026-02-24
CLM-001856,32.2,Amber,Clear,Amber,2026-03-02
CLM-001857,32.8,Amber,Clear,Amber,2025-06-15
CLM-001858,23.0,Green,Clear,Green,2026-05-21
CLM-001859,31.3,Amber,Suspected,Amber,2025-02-25
CLM-001860,52.0,Amber,Clear,Amber,2024-10-13
CLM-001861,44.6,Amber,Suspected,Amber,2025-05-31
CLM-001862,36.6,Green,Clear,Amber,2024-11-23
CLM-001863,22.2,Green,Clear,Green,2025-01-22
CLM-001864,21.0,Green,Clear,Green,2024-10-15
CLM-001865,5.0,Green,Clear,Green,2024-09-08
CLM-001866,18.8,Green,Clear,Green,2025-04-27
CLM-001867,22.5,Green,Clear,Green,2025-02-16
CLM-001868,31.9,Amber,Clear,Amber,2026-01-29
CLM-001869,6.6,Green,Clear,Green,2026-04-13
CLM-001870,75.5,Red,Clear,Red,2025-08-17
CLM-001871,15.4,Green,Clear,Green,2026-04-11
CLM-001872,65.2,Red,Clear,Amber,2025-11-12
CLM-001873,10.1,Green,Clear,Green,2025-01-18
CLM-001874,12.1,Green,Clear,Green,2024-10-12
CLM-001875,30.4,Green,Clear,Amber,2025-01-02
CLM-001876,33.2,Amber,Clear,Amber,2024-07-25
CLM-001877,22.9,Green,Clear,Green,2024-07-19
CLM-001878,17.4,Green,Clear,Green,2025-02-28
CLM-001879,33.8,Amber,Clear,Amber,2025-01-18
CLM-001880,42.7,Amber,Clear,Amber,2025-05-15
CLM-001881,22.3,Green,Clear,Green,2025-01-11
CLM-001882,46.3,Amber,Clear,Amber,2026-06-08
CLM-001883,39.8,Amber,Clear,Amber,2025-06-30
CLM-001884,7.7,Green,Clear,Green,2024-09-01
CLM-001885,78.5,Red,Clear,Red,2025-11-04
CLM-001886,29.6,Green,Clear,Green,2025-12-20
CLM-001887,4.3,Green,Clear,Green,2026-06-12
CLM-001888,32.2,Amber,Clear,Amber,2025-02-19
CLM-001889,1.0,Green,Clear,Green,2024-08-31
CLM-001890,45.0,Amber,Clear,Amber,2025-06-07
CLM-001891,57.8,Amber,Clear,Amber,2026-01-31
CLM-001892,73.4,Amber,Suspected,Red,2026-01-28
CLM-001893,15.5,Green,Clear,Green,2025-01-17
CLM-001894,12.6,Green,Clear,Green,2024-10-28
CLM-001895,30.7,Amber,Clear,Amber,2025-02-15
CLM-001896,13.8,Green,Clear,Green,2026-05-15
CLM-001897,29.9,Green,Clear,Green,2025-09-01
CLM-001898,4.8,Green,Clear,Green,2025-05-11
CLM-001899,17.8,Green,Clear,Green,2025-10-29
CLM-001900,15.4,Green,Clear,Green,2026-04-15
CLM-001901,51.9,Amber,Clear,Amber,2025-10-03
CLM-001902,39.6,Amber,Clear,Amber,2025-03-12
CLM-001903,54.9,Amber,Clear,Amber,2025-02-19
CLM-001904,43.6,Amber,Clear,Amber,2024-09-23
CLM-001905,34.7,Amber,Clear,Amber,2025-11-13
CLM-001906,7.8,Green,Clear,Green,2025-10-07
CLM-001907,5.9,Green,Clear,Green,2025-08-08
CLM-001908,8.9,Green,Clear,Green,2025-10-07
CLM-001909,33.7,Amber,Clear,Amber,2025-07-25
CLM-001910,33.9,Green,Clear,Amber,2024-09-18
CLM-001911,38.6,Amber,Clear,Amber,2025-10-12
CLM-001912,24.4,Green,Clear,Green,2026-03-06
CLM-001913,33.7,Green,Clear,Amber,2025-06-14
CLM-001914,23.1,Green,Clear,Green,2026-03-27
CLM-001915,18.9,Green,Clear,Green,2026-03-11
CLM-001916,42.1,Amber,Clear,Amber,2025-07-24
CLM-001917,26.0,Green,Clear,Green,2024-12-18
CLM-001918,63.1,Amber,Clear,Amber,2025-07-14
CLM-001919,9.7,Green,Clear,Green,2026-02-15
CLM-001920,7.8,Green,Clear,Green,2025-02-02
CLM-001921,35.0,Amber,Clear,Amber,2025-11-02
CLM-001922,11.6,Green,Clear,Green,2025-07-19
CLM-001923,23.8,Green,Clear,Green,2026-02-02
CLM-001924,74.3,Amber,Clear,Red,2026-04-06
CLM-001925,36.5,Amber,Clear,Amber,2025-07-22
CLM-001926,17.6,Green,Clear,Green,2026-03-21
CLM-001927,1.0,Green,Clear,Green,2024-11-30
CLM-001928,27.0,Green,Clear,Green,2025-04-25
CLM-001929,53.2,Amber,Clear,Amber,2025-11-25
CLM-001930,16.7,Green,Clear,Green,2025-09-24
CLM-001931,75.6,Red,Clear,Red,2025-08-20
CLM-001932,84.4,Red,Clear,Red,2026-03-28
CLM-001933,14.3,Green,Clear,Green,2025-04-11
CLM-001934,32.5,Green,Clear,Amber,2026-06-17
CLM-001935,12.9,Green,Clear,Green,2024-08-07
CLM-001936,32.2,Amber,Clear,Amber,2025-08-21
CLM-001937,10.2,Green,Clear,Green,2025-08-15
CLM-001938,22.2,Green,Clear,Green,2024-07-20
CLM-001939,100.0,Red,Suspected,Red,2025-07-26
CLM-001940,39.1,Amber,Clear,Amber,2026-05-29
CLM-001941,100.0,Red,Clear,Red,2026-02-11
CLM-001942,28.8,Green,Clear,Green,2025-12-31
CLM-001943,83.3,Red,Clear,Red,2025-10-23
CLM-001944,23.2,Green,Clear,Green,2024-11-19
CLM-001945,33.2,Amber,Clear,Amber,2025-06-01
CLM-001946,36.2,Amber,Clear,Amber,2026-01-15
CLM-001947,66.7,Red,Suspected,Amber,2026-05-28
CLM-001948,19.4,Green,Suspected,Green,2024-08-27
CLM-001949,10.9,Green,Clear,Green,2025-03-14
CLM-001950,100.0,Red,Clear,Red,2025-01-12
CLM-001951,26.6,Amber,Clear,Green,2025-08-27
CLM-001952,30.7,Green,Clear,Amber,2025-11-08
CLM-001953,10.1,Green,Clear,Green,2024-09-11
CLM-001954,1.0,Green,Clear,Green,2025-04-04
CLM-001955,37.9,Amber,Clear,Amber,2024-09-21
CLM-001956,76.0,Red,Clear,Red,2026-04-02
CLM-001957,18.1,Green,Clear,Green,2025-08-14
CLM-001958,30.8,Green,Clear,Amber,2025-01-16
CLM-001959,24.5,Green,Clear,Green,2026-05-13
CLM-001960,58.7,Amber,Clear,Amber,2026-01-29
CLM-001961,8.7,Green,Clear,Green,2024-08-16
CLM-001962,37.9,Amber,Clear,Amber,2024-10-29
CLM-001963,21.3,Green,Clear,Green,2024-11-14
CLM-001964,54.0,Amber,Clear,Amber,2025-03-01
CLM-001965,1.0,Green,Clear,Green,2025-02-14
CLM-001966,42.9,Amber,Clear,Amber,2026-05-20
CLM-001967,64.9,Amber,Clear,Amber,2025-02-02
CLM-001968,27.4,Green,Clear,Green,2024-10-29
CLM-001969,39.6,Amber,Clear,Amber,2025-03-17
CLM-001970,23.3,Amber,Clear,Green,2025-05-21
CLM-001971,51.9,Amber,Clear,Amber,2024-09-13
CLM-001972,33.5,Green,Clear,Amber,2026-04-06
CLM-001973,21.3,Green,Clear,Green,2026-03-28
CLM-001974,65.7,Amber,Clear,Amber,2024-12-25
CLM-001975,18.8,Green,Clear,Green,2026-04-18
CLM-001976,38.5,Amber,Clear,Amber,2026-01-24
CLM-001977,25.3,Green,Clear,Green,2025-08-16
CLM-001978,25.5,Green,Clear,Green,2025-01-07
CLM-001979,17.4,Green,Clear,Green,2026-01-28
CLM-001980,6.4,Green,Clear,Green,2025-04-23
CLM-001981,79.5,Red,Suspected,Red,2025-08-24
CLM-001982,32.9,Green,Clear,Amber,2025-01-15
CLM-001983,17.3,Green,Suspected,Green,2025-11-28
CLM-001984,36.8,Amber,Clear,Amber,2025-09-04
CLM-001985,16.5,Green,Clear,Green,2025-12-03
CLM-001986,9.7,Green,Clear,Green,2024-12-06
CLM-001987,27.7,Green,Clear,Green,2026-04-17
CLM-001988,24.6,Green,Clear,Green,2025-11-14
CLM-001989,17.2,Green,Clear,Green,2026-02-13
CLM-001990,12.2,Green,Clear,Green,2024-12-10
CLM-001991,14.2,Green,Clear,Green,2024-08-24
CLM-001992,25.0,Green,Clear,Green,2025-09-11
CLM-001993,7.2,Green,Clear,Green,2025-05-13
CLM-001994,5.6,Green,Suspected,Green,2025-09-14
CLM-001995,40.1,Amber,Clear,Amber,2025-10-24
CLM-001996,19.6,Green,Clear,Green,2025-03-23
CLM-001997,31.8,Amber,Suspected,Amber,2025-11-28
CLM-001998,45.7,Amber,Clear,Amber,2026-03-08
CLM-001999,41.6,Amber,Clear,Amber,2026-04-17
CLM-002000,1.0,Green,Clear,Green,2025-09-11
CLM-002001,5.4,Green,Clear,Green,2026-05-03
CLM-002002,32.2,Amber,Clear,Amber,2025-09-29
CLM-002003,29.7,Green,Clear,Green,2025-05-04
CLM-002004,1.0,Green,Clear,Green,2025-11-05
CLM-002005,47.4,Amber,Clear,Amber,2025-01-12
CLM-002006,51.5,Amber,Clear,Amber,2025-02-01
CLM-002007,16.1,Green,Clear,Green,2025-01-09
CLM-002008,31.9,Green,Clear,Amber,2025-01-23
CLM-002009,1.0,Green,Clear,Green,2024-08-10
CLM-002010,25.7,Green,Clear,Green,2025-06-27
CLM-002011,100.0,Red,Clear,Red,2026-04-06
CLM-002012,18.5,Green,Suspected,Green,2024-12-23
CLM-002013,28.7,Amber,Clear,Green,2025-10-21
CLM-002014,21.5,Green,Clear,Green,2025-09-13
CLM-002015,38.2,Amber,Clear,Amber,2025-09-04
CLM-002016,18.6,Green,Clear,Green,2025-03-27
CLM-002017,43.5,Amber,Clear,Amber,2025-01-07
CLM-002018,41.5,Amber,Clear,Amber,2026-01-15
CLM-002019,33.1,Green,Clear,Amber,2025-10-12
CLM-002020,57.5,Amber,Clear,Amber,2025-05-12
CLM-002021,45.1,Amber,Clear,Amber,2024-08-24
CLM-002022,1.0,Green,Clear,Green,2025-10-16
CLM-002023,60.8,Amber,Clear,Amber,2025-03-30
CLM-002024,20.2,Green,Clear,Green,2024-09-23
CLM-002025,23.5,Green,Clear,Green,2026-06-20
CLM-002026,37.5,Amber,Clear,Amber,2024-08-01
CLM-002027,39.4,Amber,Clear,Amber,2026-05-12
CLM-002028,55.3,Amber,Clear,Amber,2024-09-15
CLM-002029,21.7,Green,Clear,Green,2024-08-16
CLM-002030,31.5,Green,Clear,Amber,2024-07-23
CLM-002031,23.4,Green,Clear,Green,2024-09-16
CLM-002032,17.4,Green,Clear,Green,2026-03-25
CLM-002033,52.5,Amber,Clear,Amber,2026-04-28
CLM-002034,35.7,Amber,Clear,Amber,2025-02-09
CLM-002035,39.7,Amber,Clear,Amber,2025-03-15
CLM-002036,1.0,Green,Clear,Green,2026-05-29
CLM-002037,30.0,Green,Clear,Green,2025-02-06
CLM-002038,20.3,Green,Clear,Green,2024-12-18
CLM-002039,29.8,Green,Clear,Green,2025-12-13
CLM-002040,24.7,Green,Clear,Green,2024-09-07
CLM-002041,15.0,Green,Clear,Green,2025-12-28
CLM-002042,22.8,Amber,Clear,Green,2025-11-20
CLM-002043,17.5,Green,Clear,Green,2025-10-10
CLM-002044,32.6,Amber,Clear,Amber,2025-08-12
CLM-002045,31.2,Green,Clear,Amber,2025-11-08
CLM-002046,46.5,Amber,Confirmed,Amber,2025-06-13
CLM-002047,62.5,Amber,Clear,Amber,2025-03-05
CLM-002048,20.2,Green,Suspected,Green,2026-03-04
CLM-002049,19.2,Green,Clear,Green,2025-09-09
CLM-002050,46.7,Amber,Clear,Amber,2024-11-15
CLM-002051,11.3,Green,Clear,Green,2025-06-28
CLM-002052,21.9,Green,Suspected,Green,2024-08-12
CLM-002053,16.2,Green,Clear,Green,2024-12-26
CLM-002054,41.4,Amber,Suspected,Amber,2025-03-24
CLM-002055,14.2,Green,Clear,Green,2025-07-26
CLM-002056,45.6,Amber,Clear,Amber,2025-08-20
CLM-002057,77.8,Red,Clear,Red,2024-09-16
CLM-002058,16.4,Green,Clear,Green,2025-08-17
CLM-002059,11.1,Green,Clear,Green,2026-03-14
CLM-002060,30.6,Green,Clear,Amber,2025-08-17
CLM-002061,1.0,Green,Clear,Green,2025-05-05
CLM-002062,19.8,Green,Clear,Green,2025-01-24
CLM-002063,26.3,Green,Clear,Green,2026-04-07
CLM-002064,33.2,Amber,Clear,Amber,2025-12-21
CLM-002065,44.6,Amber,Clear,Amber,2025-01-15
CLM-002066,33.9,Amber,Clear,Amber,2026-02-06
CLM-002067,6.9,Green,Clear,Green,2025-01-29
CLM-002068,15.1,Green,Clear,Green,2026-01-18
CLM-002069,99.5,Red,Clear,Red,2025-02-23
CLM-002070,36.1,Amber,Clear,Amber,2024-08-31
CLM-002071,40.0,Amber,Clear,Amber,2026-05-01
CLM-002072,36.9,Amber,Clear,Amber,2024-10-25
CLM-002073,35.8,Amber,Clear,Amber,2024-11-14
CLM-002074,1.0,Green,Clear,Green,2026-01-13
CLM-002075,45.8,Amber,Clear,Amber,2026-05-22
CLM-002076,13.3,Green,Clear,Green,2025-09-19
CLM-002077,10.6,Green,Clear,Green,2026-03-30
CLM-002078,57.3,Amber,Clear,Amber,2025-05-05
CLM-002079,11.6,Green,Clear,Green,2025-04-25
CLM-002080,27.7,Green,Clear,Green,2024-08-03
CLM-002081,28.6,Green,Suspected,Green,2026-03-12
CLM-002082,21.7,Green,Clear,Green,2026-06-11
CLM-002083,51.5,Amber,Clear,Amber,2026-03-27
CLM-002084,13.6,Green,Clear,Green,2025-03-06
CLM-002085,6.6,Green,Clear,Green,2025-06-06
CLM-002086,25.6,Green,Suspected,Green,2025-06-16
CLM-002087,13.6,Green,Clear,Green,2024-10-30
CLM-002088,37.7,Amber,Clear,Amber,2024-12-23
CLM-002089,25.8,Green,Clear,Green,2025-11-26
CLM-002090,65.6,Amber,Clear,Amber,2025-12-14
CLM-002091,22.7,Green,Clear,Green,2025-10-15
CLM-002092,42.1,Amber,Clear,Amber,2026-01-15
CLM-002093,30.5,Green,Clear,Amber,2026-01-08
CLM-002094,20.3,Green,Clear,Green,2025-01-24
CLM-002095,12.2,Green,Clear,Green,2026-01-10
CLM-002096,14.0,Green,Clear,Green,2025-10-25
CLM-002097,40.8,Amber,Clear,Amber,2026-03-12
CLM-002098,40.5,Amber,Clear,Amber,2024-07-19
CLM-002099,63.4,Amber,Suspected,Amber,2026-06-20
CLM-002100,83.3,Red,Clear,Red,2025-06-02
CLM-002101,34.6,Amber,Clear,Amber,2025-04-11
CLM-002102,19.9,Green,Clear,Green,2025-10-16
CLM-002103,13.8,Green,Confirmed,Green,2026-02-12
CLM-002104,54.0,Amber,Clear,Amber,2025-03-13
CLM-002105,30.4,Amber,Clear,Amber,2025-08-06
CLM-002106,76.1,Red,Suspected,Red,2026-03-31
CLM-002107,5.7,Green,Clear,Green,2026-05-31
CLM-002108,26.4,Green,Clear,Green,2025-08-10
CLM-002109,27.2,Green,Clear,Green,2025-07-23
CLM-002110,13.6,Green,Clear,Green,2025-05-11
CLM-002111,39.3,Amber,Confirmed,Amber,2025-06-01
CLM-002112,23.2,Green,Clear,Green,2024-09-30
CLM-002113,61.1,Amber,Clear,Amber,2025-09-20
CLM-002114,31.9,Amber,Clear,Amber,2024-09-18
CLM-002115,22.9,Green,Suspected,Green,2024-08-23
CLM-002116,73.6,Red,Clear,Red,2025-11-25
CLM-002117,22.7,Green,Clear,Green,2025-08-26
CLM-002118,24.3,Green,Clear,Green,2026-06-20
CLM-002119,30.8,Amber,Confirmed,Amber,2024-11-18
CLM-002120,26.0,Green,Clear,Green,2025-12-02
CLM-002121,63.6,Red,Suspected,Amber,2025-12-28
CLM-002122,17.7,Green,Clear,Green,2026-05-10
CLM-002123,14.1,Green,Clear,Green,2026-01-28
CLM-002124,27.1,Green,Clear,Green,2026-02-12
CLM-002125,53.2,Amber,Clear,Amber,2024-07-21
CLM-002126,33.1,Amber,Clear,Amber,2026-03-24
CLM-002127,30.3,Green,Clear,Amber,2025-06-03
CLM-002128,43.5,Amber,Clear,Amber,2025-03-04
CLM-002129,31.6,Green,Clear,Amber,2026-01-31
CLM-002130,13.2,Green,Suspected,Green,2026-06-20
CLM-002131,25.9,Green,Clear,Green,2025-04-01
CLM-002132,12.8,Green,Clear,Green,2026-05-27
CLM-002133,20.5,Green,Confirmed,Green,2025-07-26
CLM-002134,34.7,Amber,Clear,Amber,2026-03-17
CLM-002135,55.5,Amber,Suspected,Amber,2024-11-13
CLM-002136,13.0,Green,Clear,Green,2025-06-18
CLM-002137,44.1,Amber,Clear,Amber,2025-05-09
CLM-002138,38.7,Amber,Suspected,Amber,2026-06-20
CLM-002139,1.0,Green,Suspected,Green,2026-06-20
CLM-002140,34.0,Amber,Clear,Amber,2025-12-01
CLM-002141,31.5,Amber,Clear,Amber,2026-05-21
CLM-002142,31.6,Green,Clear,Amber,2025-09-05
CLM-002143,34.6,Amber,Clear,Amber,2025-09-03
CLM-002144,43.9,Amber,Clear,Amber,2025-04-06
CLM-002145,56.4,Amber,Clear,Amber,2026-03-07
CLM-002146,28.6,Green,Clear,Green,2024-09-28
CLM-002147,32.6,Amber,Clear,Amber,2025-04-01
CLM-002148,26.3,Green,Clear,Green,2025-05-09
CLM-002149,16.5,Green,Clear,Green,2024-08-26
CLM-002150,54.5,Amber,Clear,Amber,2025-10-21
CLM-002151,20.6,Green,Clear,Green,2025-08-22
CLM-002152,38.4,Amber,Clear,Amber,2025-02-25
CLM-002153,1.0,Green,Clear,Green,2025-01-12
CLM-002154,8.2,Green,Suspected,Green,2024-11-15
CLM-002155,1.0,Green,Suspected,Green,2025-03-01
CLM-002156,17.4,Green,Clear,Green,2024-11-03
CLM-002157,92.2,Red,Clear,Red,2025-04-26
CLM-002158,13.9,Green,Clear,Green,2024-12-06
CLM-002159,21.2,Green,Clear,Green,2024-12-22
CLM-002160,7.8,Green,Clear,Green,2026-06-20
CLM-002161,30.1,Green,Clear,Amber,2025-03-02
CLM-002162,100.0,Red,Clear,Red,2024-09-12
CLM-002163,17.7,Green,Clear,Green,2025-07-04
CLM-002164,12.6,Green,Clear,Green,2025-10-15
CLM-002165,100.0,Red,Clear,Red,2024-10-11
CLM-002166,59.0,Amber,Clear,Amber,2025-03-27
CLM-002167,23.8,Amber,Clear,Green,2026-06-20
CLM-002168,89.8,Red,Clear,Red,2025-05-30
CLM-002169,30.3,Amber,Clear,Amber,2025-03-03
CLM-002170,28.9,Green,Clear,Green,2025-03-07
CLM-002171,44.7,Amber,Clear,Amber,2026-05-27
CLM-002172,43.2,Amber,Clear,Amber,2025-04-05
CLM-002173,24.8,Amber,Clear,Green,2026-06-18
CLM-002174,28.6,Amber,Clear,Green,2025-11-14
CLM-002175,27.6,Green,Clear,Green,2024-09-25
CLM-002176,17.7,Green,Clear,Green,2025-06-03
CLM-002177,27.9,Green,Clear,Green,2025-03-31
CLM-002178,58.3,Amber,Clear,Amber,2026-03-04
CLM-002179,30.5,Green,Clear,Amber,2024-10-13
CLM-002180,30.0,Amber,Suspected,Green,2025-02-26
CLM-002181,11.4,Green,Clear,Green,2025-03-24
CLM-002182,13.4,Green,Clear,Green,2025-12-09
CLM-002183,10.8,Green,Clear,Green,2024-11-17
CLM-002184,71.9,Red,Clear,Red,2025-10-13
CLM-002185,44.7,Amber,Clear,Amber,2024-09-18
CLM-002186,29.5,Amber,Clear,Green,2026-01-29
CLM-002187,20.6,Green,Clear,Green,2024-09-03
CLM-002188,8.9,Green,Clear,Green,2026-01-28
CLM-002189,35.5,Amber,Clear,Amber,2025-12-31
CLM-002190,1.0,Green,Clear,Green,2025-07-02
CLM-002191,36.1,Amber,Clear,Amber,2024-10-24
CLM-002192,31.5,Amber,Clear,Amber,2026-01-16
CLM-002193,1.2,Green,Clear,Green,2025-02-26
CLM-002194,38.0,Amber,Clear,Amber,2024-10-01
CLM-002195,51.0,Amber,Clear,Amber,2025-07-09
CLM-002196,1.0,Green,Clear,Green,2025-04-08
CLM-002197,27.2,Green,Clear,Green,2026-04-09
CLM-002198,34.8,Amber,Clear,Amber,2024-11-07
CLM-002199,32.2,Green,Clear,Amber,2025-04-30
CLM-002200,25.9,Green,Clear,Green,2024-07-18
CLM-002201,31.5,Amber,Clear,Amber,2026-05-27
CLM-002202,30.3,Amber,Clear,Amber,2026-05-29
CLM-002203,100.0,Red,Clear,Red,2026-05-09
CLM-002204,16.1,Green,Clear,Green,2025-06-17
CLM-002205,1.5,Green,Clear,Green,2026-02-27
CLM-002206,47.3,Amber,Clear,Amber,2025-05-14
CLM-002207,29.4,Amber,Clear,Green,2026-06-20
CLM-002208,38.8,Amber,Clear,Amber,2025-11-19
CLM-002209,11.0,Green,Suspected,Green,2025-02-03
