client_id,redemption_date,partner,reward_value
CLI-005824,2026-05-06,HBO Max,250
CLI-000661,2026-01-19,Virgin Active,400
CLI-005101,2024-12-20,Engen,400
CLI-005192,2024-10-15,Engen,600
CLI-006038,2024-12-10,Engen,400
CLI-006235,2025-11-06,HBO Max,50
CLI-000645,2025-05-01,Engen,250
CLI-002434,2026-01-03,Virgin Active,150
CLI-001153,2024-10-10,HBO Max,250
CLI-006327,2025-10-25,Takealot,50
CLI-002090,2026-01-11,Engen,150
CLI-003996,2024-08-28,Woolworths,400
CLI-000486,2025-09-29,Woolworths,400
CLI-000401,2025-01-02,Virgin Active,600
CLI-006451,2026-06-08,HBO Max,600
CLI-002472,2026-04-30,Takealot,400
CLI-006230,2025-05-30,British Airways,150
CLI-002196,2025-04-04,Virgin Active,250
CLI-005819,2024-09-10,Takealot,100
CLI-000234,2024-08-31,British Airways,400
CLI-002960,2025-04-19,Engen,100
CLI-000857,2025-04-18,British Airways,150
CLI-001126,2025-05-10,British Airways,50
CLI-004503,2026-02-02,Engen,400
CLI-005819,2024-10-01,Virgin Active,600
CLI-002026,2024-10-08,Woolworths,100
CLI-004649,2026-02-11,HBO Max,150
CLI-003958,2026-02-28,HBO Max,150
CLI-004653,2024-10-17,Woolworths,600
CLI-000958,2026-02-13,British Airways,50
CLI-002704,2025-12-26,Woolworths,600
CLI-000947,2024-11-26,Engen,150
CLI-005340,2024-06-29,Engen,100
CLI-005926,2025-04-04,Woolworths,400
CLI-002914,2024-08-21,Engen,250
CLI-006190,2025-04-20,Engen,100
CLI-000596,2026-04-26,Virgin Active,400
CLI-003584,2026-04-22,HBO Max,250
CLI-002965,2026-05-09,Takealot,250
CLI-001404,2026-03-28,Takealot,250
CLI-003829,2024-09-17,Virgin Active,250
CLI-003007,2025-08-25,HBO Max,150
CLI-006087,2025-04-05,HBO Max,50
CLI-000133,2025-07-21,Engen,50
CLI-003072,2025-05-24,HBO Max,600
CLI-000121,2025-06-17,HBO Max,600
CLI-004535,2025-09-27,Takealot,100
CLI-006246,2024-11-18,HBO Max,50
CLI-005449,2025-04-04,Takealot,100
CLI-006083,2025-03-15,Virgin Active,250
CLI-001121,2025-05-23,Takealot,50
CLI-005250,2026-04-22,Takealot,100
CLI-000583,2024-12-16,Engen,600
CLI-001456,2024-08-25,HBO Max,600
CLI-001692,2025-05-26,Virgin Active,600
CLI-003480,2025-12-29,Engen,150
CLI-003745,2026-06-03,Engen,600
CLI-005014,2024-10-09,Woolworths,150
CLI-002290,2026-01-15,Engen,100
CLI-003449,2024-10-15,Woolworths,600
CLI-004627,2025-07-03,British Airways,50
CLI-003107,2025-08-24,Virgin Active,100
CLI-005947,2025-09-02,British Airways,50
CLI-003466,2025-06-02,British Airways,600
CLI-001711,2025-10-16,Virgin Active,150
CLI-005704,2025-01-21,British Airways,400
CLI-003356,2024-10-14,British Airways,50
CLI-001447,2025-06-18,British Airways,600
CLI-001351,2026-03-21,Takealot,600
CLI-001620,2025-03-25,Engen,50
CLI-006404,2025-08-02,Virgin Active,600
CLI-001285,2025-01-01,HBO Max,400
CLI-006040,2025-05-17,British Airways,250
CLI-005139,2025-11-25,British Airways,50
CLI-004704,2025-10-05,Woolworths,50
CLI-001983,2024-08-18,Takealot,400
CLI-002198,2024-07-04,Woolworths,250
CLI-004575,2026-06-08,Virgin Active,250
CLI-005722,2025-02-09,Woolworths,150
CLI-001865,2026-04-03,Virgin Active,250
CLI-003993,2025-04-08,Virgin Active,400
CLI-003025,2024-07-06,Engen,50
CLI-006404,2026-05-05,Woolworths,250
CLI-002606,2025-05-01,HBO Max,150
CLI-000257,2025-03-04,Virgin Active,100
CLI-005619,2025-12-03,Takealot,600
CLI-002712,2025-08-30,Takealot,250
CLI-006155,2025-02-06,Virgin Active,150
CLI-005413,2025-09-06,Takealot,250
CLI-006380,2026-03-11,Woolworths,150
CLI-001645,2025-05-20,Woolworths,150
CLI-001590,2025-04-26,Virgin Active,150
CLI-001422,2025-05-25,Takealot,100
CLI-005334,2025-02-16,Woolworths,100
CLI-003709,2025-10-10,Engen,150
CLI-000134,2026-06-04,Engen,50
CLI-002100,2025-12-16,British Airways,150
CLI-005653,2026-06-13,HBO Max,250
CLI-006099,2026-03-04,Takealot,50
CLI-000190,2025-09-21,HBO Max,50
CLI-001306,2026-04-14,Engen,50
CLI-004206,2025-05-17,Woolworths,50
CLI-003310,2026-03-31,Takealot,250
CLI-006193,2025-11-10,British Airways,250
CLI-003309,2025-03-11,Woolworths,600
CLI-004141,2025-04-21,Engen,600
CLI-004216,2025-01-29,Virgin Active,50
CLI-003705,2025-01-28,Virgin Active,250
CLI-005460,2024-11-03,Virgin Active,50
CLI-005625,2026-05-24,Engen,100
CLI-002821,2025-01-17,Virgin Active,600
CLI-005919,2025-07-13,Engen,250
CLI-000013,2024-09-25,Takealot,600
CLI-005912,2026-04-08,Woolworths,50
CLI-001234,2025-09-23,HBO Max,600
CLI-003876,2024-09-19,British Airways,250
CLI-000583,2026-04-15,HBO Max,100
CLI-000486,2024-07-17,HBO Max,600
CLI-001264,2026-01-29,Engen,400
CLI-002629,2025-03-09,HBO Max,50
CLI-004265,2025-05-28,British Airways,600
CLI-006291,2025-08-13,Engen,100
CLI-000551,2024-09-22,Takealot,600
CLI-004024,2025-11-07,Engen,50
CLI-004797,2024-08-12,Takealot,600
CLI-006349,2025-02-21,HBO Max,600
CLI-003938,2025-12-05,HBO Max,150
CLI-003023,2026-06-06,Takealot,600
CLI-000990,2025-06-01,Virgin Active,400
CLI-001850,2024-12-16,British Airways,150
CLI-005378,2025-02-10,Virgin Active,150
CLI-003706,2025-06-19,Takealot,600
CLI-005401,2025-01-09,Takealot,100
CLI-003798,2025-09-15,Woolworths,400
CLI-001983,2025-06-09,Virgin Active,400
CLI-002243,2025-11-30,Takealot,150
CLI-006473,2025-07-26,Virgin Active,250
CLI-004511,2025-02-08,Takealot,600
CLI-006468,2024-09-17,Virgin Active,400
CLI-002229,2025-08-25,Virgin Active,50
CLI-005946,2024-12-17,British Airways,150
CLI-003132,2024-12-07,Takealot,100
CLI-005851,2026-03-29,Engen,250
CLI-004530,2024-08-09,British Airways,400
CLI-003176,2025-09-08,British Airways,100
CLI-001668,2026-01-17,Woolworths,150
CLI-001293,2025-01-28,British Airways,250
CLI-001262,2026-02-05,HBO Max,100
CLI-005906,2024-10-09,Woolworths,400
CLI-003117,2025-10-17,Takealot,250
CLI-002227,2025-04-09,British Airways,150
CLI-000474,2025-11-18,HBO Max,100
CLI-002196,2024-09-11,British Airways,150
CLI-004181,2025-11-30,HBO Max,150
CLI-002250,2026-05-21,HBO Max,250
CLI-002597,2024-12-02,Woolworths,100
CLI-006416,2025-10-10,HBO Max,600
CLI-005101,2025-05-13,British Airways,400
CLI-005895,2024-10-05,Virgin Active,100
CLI-006400,2025-04-06,Virgin Active,600
CLI-003550,2026-06-14,Virgin Active,50
CLI-000330,2026-01-29,Takealot,250
CLI-005214,2024-08-29,British Airways,600
CLI-004771,2025-09-14,British Airways,100
CLI-005769,2025-11-10,British Airways,400
CLI-005799,2025-05-24,Woolworths,150
CLI-006007,2024-11-24,British Airways,400
CLI-001855,2025-01-22,HBO Max,600
CLI-002710,2024-10-05,Takealot,250
CLI-002192,2025-09-05,British Airways,400
CLI-001819,2025-01-22,HBO Max,50
CLI-005946,2026-05-19,British Airways,250
CLI-003236,2026-04-16,Engen,400
CLI-005600,2026-01-15,Virgin Active,50
CLI-005300,2024-08-07,British Airways,600
CLI-003442,2025-06-17,Woolworths,100
CLI-001955,2026-05-01,Engen,250
CLI-005225,2024-09-12,Takealot,400
CLI-003281,2025-03-06,Takealot,250
CLI-001235,2025-09-17,Virgin Active,400
CLI-005501,2026-03-16,Takealot,600
CLI-005685,2025-06-14,Takealot,150
CLI-003983,2026-03-07,British Airways,150
CLI-005295,2026-01-09,Woolworths,100
CLI-005007,2025-11-20,Woolworths,250
CLI-003294,2026-01-13,Woolworths,600
CLI-002706,2026-05-16,Woolworths,400
CLI-000900,2024-12-12,British Airways,250
CLI-004128,2025-01-16,Engen,250
CLI-000896,2025-06-08,Takealot,50
CLI-004164,2024-08-21,Takealot,250
CLI-000969,2024-06-22,Woolworths,250
CLI-002419,2025-05-28,Takealot,50
CLI-005824,2026-06-08,Woolworths,50
CLI-000421,2025-03-05,Takealot,150
CLI-001431,2024-10-02,Virgin Active,400
CLI-002219,2024-10-10,Virgin Active,150
CLI-005218,2026-06-10,Takealot,250
CLI-006326,2025-11-16,Takealot,100
CLI-003917,2026-03-12,Engen,50
CLI-001886,2025-09-30,Engen,50
CLI-004243,2024-12-18,HBO Max,250
CLI-004431,2025-09-05,HBO Max,150
CLI-003788,2025-03-29,Virgin Active,100
CLI-004417,2025-08-03,British Airways,150
CLI-005782,2025-07-16,Takealot,400
CLI-002947,2024-08-05,Woolworths,150
CLI-001689,2025-01-30,Woolworths,150
CLI-004136,2026-05-31,Virgin Active,400
CLI-001375,2026-01-12,HBO Max,600
CLI-000234,2025-12-17,British Airways,50
CLI-004953,2025-05-22,Virgin Active,600
CLI-004602,2026-02-05,British Airways,100
CLI-002219,2025-11-17,Woolworths,150
CLI-003985,2025-06-26,Woolworths,400
CLI-002793,2026-05-05,British Airways,600
CLI-003697,2025-02-06,British Airways,150
CLI-000154,2025-04-15,Takealot,50
CLI-003023,2024-09-18,Woolworths,600
CLI-005692,2025-02-09,Engen,150
CLI-006290,2026-05-25,HBO Max,50
CLI-004267,2024-07-30,Virgin Active,250
CLI-000632,2024-07-06,British Airways,400
CLI-001171,2024-07-26,Engen,100
CLI-003489,2024-08-07,HBO Max,600
CLI-000873,2026-05-08,HBO Max,150
CLI-002951,2025-08-07,Woolworths,600
CLI-004597,2026-06-15,Takealot,400
CLI-003260,2026-03-28,Woolworths,150
CLI-003444,2025-07-18,Woolworths,100
CLI-003238,2024-09-26,Engen,100
CLI-004802,2024-10-14,British Airways,250
CLI-006115,2025-02-05,Woolworths,50
CLI-001187,2026-05-27,HBO Max,250
CLI-000979,2025-05-13,HBO Max,250
CLI-006437,2024-08-27,British Airways,600
CLI-004914,2026-02-15,British Airways,50
CLI-000428,2026-03-19,Woolworths,600
CLI-002278,2025-07-21,Woolworths,100
CLI-000033,2024-08-07,HBO Max,400
CLI-001131,2025-09-09,Woolworths,50
CLI-000934,2025-09-04,British Airways,150
CLI-000220,2026-03-15,Virgin Active,250
CLI-001220,2024-07-20,Woolworths,50
CLI-000403,2026-03-20,British Airways,250
CLI-005917,2025-04-30,British Airways,100
CLI-005901,2025-03-23,HBO Max,50
CLI-001735,2025-12-14,British Airways,250
CLI-002694,2026-02-19,British Airways,150
CLI-005172,2026-06-04,Takealot,150
CLI-003477,2024-11-20,Virgin Active,50
CLI-005097,2024-06-29,British Airways,150
CLI-004114,2025-06-04,Virgin Active,600
CLI-000220,2025-04-23,Takealot,100
CLI-004818,2025-09-12,Woolworths,400
CLI-003149,2024-07-28,Virgin Active,50
CLI-004117,2025-07-20,Takealot,250
CLI-004101,2024-10-31,HBO Max,600
CLI-006009,2025-06-14,Woolworths,250
CLI-005923,2025-02-22,Engen,100
CLI-005085,2026-04-23,Woolworths,600
CLI-001072,2025-03-02,Engen,400
CLI-000062,2025-03-08,Virgin Active,100
CLI-005356,2026-04-27,Woolworths,600
CLI-001589,2024-10-12,Engen,150
CLI-002488,2026-03-25,Woolworths,250
CLI-002614,2024-08-12,HBO Max,600
CLI-003550,2025-01-03,British Airways,100
CLI-006379,2026-04-07,HBO Max,600
CLI-002521,2024-07-27,British Airways,50
CLI-000174,2026-05-15,Engen,50
CLI-006205,2025-02-13,Virgin Active,50
CLI-006293,2025-12-15,Takealot,100
CLI-003969,2026-05-30,Woolworths,250
CLI-000700,2026-05-05,Takealot,600
CLI-004712,2026-05-12,British Airways,150
CLI-002422,2026-02-11,Engen,250
CLI-003004,2024-07-06,Virgin Active,50
CLI-000482,2025-06-20,Engen,50
CLI-004192,2026-03-07,Takealot,250
CLI-004221,2025-08-05,Virgin Active,250
CLI-000931,2026-03-05,Woolworths,400
CLI-003616,2025-11-17,Engen,400
CLI-001421,2024-12-11,Takealot,600
CLI-003941,2025-04-15,British Airways,50
CLI-005056,2025-01-17,Woolworths,400
CLI-004173,2026-03-08,Takealot,150
CLI-001290,2024-09-24,British Airways,600
CLI-001196,2025-11-28,Virgin Active,150
CLI-004018,2025-01-27,Virgin Active,50
CLI-004817,2025-01-12,Virgin Active,150
CLI-000361,2025-12-08,Takealot,400
CLI-001296,2024-10-08,Takealot,150
CLI-004421,2025-06-02,Woolworths,600
CLI-005361,2025-01-23,Engen,150
CLI-004844,2024-08-02,British Airways,400
CLI-000803,2026-04-05,Engen,400
CLI-001326,2025-02-19,Virgin Active,250
CLI-004401,2024-07-10,British Airways,100
CLI-006195,2025-11-24,Engen,150
CLI-002620,2024-11-30,Woolworths,100
CLI-006254,2025-02-10,HBO Max,600
CLI-000449,2026-01-12,Woolworths,400
CLI-001883,2024-07-26,Engen,50
CLI-003441,2024-09-21,British Airways,250
CLI-004431,2025-06-07,Woolworths,250
CLI-002659,2024-07-12,British Airways,150
CLI-000206,2024-08-22,HBO Max,50
CLI-002786,2026-05-19,British Airways,100
CLI-003663,2025-11-27,Takealot,400
CLI-000504,2026-06-09,HBO Max,600
CLI-005108,2025-03-03,Virgin Active,150
CLI-006441,2024-10-23,Woolworths,250
CLI-000789,2025-07-19,Virgin Active,100
CLI-004448,2026-04-10,British Airways,100
CLI-002662,2024-06-20,Engen,400
CLI-001367,2025-02-01,HBO Max,50
CLI-000170,2026-05-08,Virgin Active,250
CLI-000011,2025-08-23,British Airways,600
CLI-003156,2024-07-29,British Airways,400
CLI-004021,2025-10-28,British Airways,600
CLI-001681,2025-08-24,HBO Max,400
CLI-000219,2024-10-30,Engen,250
CLI-005846,2026-05-19,Takealot,600
CLI-000410,2026-01-08,Virgin Active,50
CLI-002585,2025-06-05,Takealot,400
CLI-003247,2025-05-29,Engen,50
CLI-002180,2026-03-07,HBO Max,50
CLI-006128,2026-03-21,HBO Max,100
CLI-004984,2025-12-23,Engen,600
CLI-001617,2024-11-15,HBO Max,600
CLI-005196,2025-04-23,Takealot,50
CLI-005540,2024-07-20,Engen,100
CLI-000576,2025-04-30,Engen,150
CLI-005158,2024-12-16,Engen,150
CLI-003265,2026-04-04,Virgin Active,50
CLI-002150,2025-11-24,Takealot,600
CLI-004294,2024-09-18,Takealot,250
CLI-003983,2025-07-19,British Airways,100
CLI-003920,2026-03-07,British Airways,100
CLI-001448,2026-05-14,Engen,50
CLI-001893,2025-06-14,Woolworths,50
CLI-001397,2026-03-14,Woolworths,250
CLI-001770,2026-05-18,Takealot,150
CLI-001580,2024-08-15,British Airways,400
CLI-005392,2026-01-16,Virgin Active,400
CLI-003125,2026-04-13,Takealot,150
CLI-000433,2024-07-20,Woolworths,400
CLI-004925,2024-12-20,Engen,400
CLI-000251,2024-11-13,Virgin Active,150
CLI-002701,2026-02-26,British Airways,150
CLI-003664,2024-07-19,Virgin Active,600
CLI-005308,2025-08-10,British Airways,400
CLI-000766,2024-09-18,Woolworths,150
CLI-003634,2025-03-23,Engen,250
CLI-003709,2026-05-26,Takealot,50
CLI-000343,2024-11-03,Woolworths,250
CLI-005566,2024-12-17,Woolworths,600
CLI-004512,2024-12-31,Engen,150
CLI-004368,2024-10-20,Virgin Active,250
CLI-006312,2026-02-28,Virgin Active,50
CLI-004431,2026-06-06,Takealot,150
CLI-003470,2025-06-27,Engen,150
CLI-003646,2024-06-26,HBO Max,400
CLI-006255,2025-12-17,Woolworths,100
CLI-004952,2025-07-18,Virgin Active,50
CLI-003379,2024-12-19,Takealot,400
CLI-005571,2024-08-06,British Airways,100
CLI-001629,2025-03-16,Engen,250
CLI-004985,2025-09-18,Virgin Active,400
CLI-000839,2024-12-23,Virgin Active,400
CLI-002910,2025-04-09,Takealot,150
CLI-005754,2025-08-16,Takealot,250
CLI-000198,2026-01-01,British Airways,600
CLI-004717,2024-12-24,Woolworths,250
CLI-000004,2025-02-01,Virgin Active,250
CLI-001534,2026-05-04,British Airways,600
CLI-000676,2024-09-18,Engen,100
CLI-006194,2024-08-18,British Airways,50
CLI-002523,2024-11-17,Engen,50
CLI-002015,2024-10-28,Engen,250
CLI-003217,2024-09-14,Engen,50
CLI-004696,2026-01-11,Woolworths,600
CLI-003829,2025-12-22,Woolworths,600
CLI-002231,2024-06-28,Woolworths,100
CLI-001697,2025-06-22,Takealot,150
CLI-002737,2024-09-04,Woolworths,250
CLI-001499,2024-12-26,Engen,50
CLI-000410,2025-08-28,Virgin Active,400
CLI-004417,2024-12-16,British Airways,150
CLI-002674,2024-09-21,HBO Max,400
CLI-003831,2025-02-11,Takealot,100
CLI-002257,2025-12-08,Woolworths,250
CLI-004534,2025-04-05,Virgin Active,600
CLI-005370,2025-03-23,British Airways,250
CLI-000395,2026-02-17,Engen,250
CLI-000203,2024-10-13,Woolworths,100
CLI-003387,2024-07-15,Woolworths,250
CLI-006246,2025-10-31,British Airways,600
CLI-005842,2026-01-12,British Airways,600
CLI-000832,2024-11-29,Virgin Active,600
CLI-000276,2024-11-04,Engen,50
CLI-003408,2025-02-03,Takealot,400
CLI-002327,2025-04-02,British Airways,50
CLI-000441,2026-02-23,British Airways,150
CLI-000353,2024-11-18,Virgin Active,50
CLI-003124,2026-05-12,Takealot,50
CLI-000590,2024-08-30,British Airways,150
CLI-003763,2025-02-10,HBO Max,100
CLI-000788,2026-01-13,British Airways,400
CLI-002246,2025-10-25,Woolworths,400
CLI-002837,2026-06-11,HBO Max,50
CLI-002055,2026-04-16,British Airways,150
CLI-002178,2025-01-27,British Airways,150
CLI-001865,2025-06-16,Engen,50
CLI-002055,2026-02-12,Woolworths,400
CLI-003431,2025-04-23,Woolworths,600
CLI-001144,2024-09-28,Woolworths,150
CLI-001196,2025-05-15,Woolworths,250
CLI-003760,2024-07-05,British Airways,100
CLI-006091,2026-01-09,Engen,400
CLI-002641,2025-01-21,British Airways,250
CLI-000461,2024-09-09,HBO Max,400
CLI-002987,2026-03-15,Virgin Active,400
CLI-003052,2024-12-19,HBO Max,400
CLI-002826,2025-01-11,Takealot,100
CLI-006188,2024-09-01,British Airways,600
CLI-001926,2025-12-19,Takealot,600
CLI-004885,2024-06-27,Virgin Active,100
CLI-005561,2026-05-09,HBO Max,250
CLI-000742,2025-03-17,HBO Max,400
CLI-004482,2026-05-01,Woolworths,100
CLI-002193,2024-11-28,Takealot,600
CLI-003298,2026-06-16,Woolworths,600
CLI-004372,2026-03-02,HBO Max,100
CLI-003412,2026-01-12,HBO Max,50
CLI-001827,2025-03-02,British Airways,250
CLI-003959,2026-04-30,HBO Max,150
CLI-003229,2025-02-08,Takealot,150
CLI-001339,2025-04-01,Engen,600
CLI-004257,2025-01-19,British Airways,400
CLI-003253,2024-06-30,Takealot,600
CLI-006415,2024-12-06,Woolworths,50
CLI-005606,2024-08-01,Engen,100
CLI-004029,2025-02-18,Woolworths,50
CLI-001927,2024-11-17,HBO Max,50
CLI-004357,2025-04-07,British Airways,400
CLI-003374,2025-08-24,Takealot,100
CLI-004165,2025-03-19,British Airways,400
CLI-001701,2025-08-26,Woolworths,100
CLI-003958,2026-04-06,Engen,250
CLI-001626,2026-02-15,British Airways,150
CLI-002206,2025-09-14,Virgin Active,250
CLI-006261,2026-01-21,HBO Max,100
CLI-004686,2025-04-29,British Airways,400
CLI-003342,2025-06-04,Woolworths,100
CLI-003248,2024-08-17,British Airways,250
CLI-006232,2024-08-31,Virgin Active,250
CLI-004967,2025-04-13,Woolworths,150
CLI-002121,2025-06-14,Engen,50
CLI-006293,2025-03-31,Virgin Active,100
CLI-002868,2025-10-01,Takealot,250
CLI-002444,2025-10-09,Takealot,600
CLI-006451,2025-02-12,Woolworths,400
CLI-004478,2026-05-31,Takealot,100
CLI-000682,2026-04-18,HBO Max,400
CLI-003923,2025-06-28,Takealot,100
CLI-001758,2026-05-21,Woolworths,250
CLI-002587,2026-04-26,Engen,100
CLI-002397,2025-03-14,British Airways,100
CLI-005909,2025-01-15,Virgin Active,50
CLI-002957,2026-05-19,HBO Max,100
CLI-001291,2025-02-15,HBO Max,100
CLI-000133,2025-03-30,Engen,600
CLI-000779,2025-06-26,Virgin Active,50
CLI-000902,2025-06-14,Virgin Active,600
CLI-006424,2025-12-06,Engen,100
CLI-001044,2025-12-30,British Airways,400
CLI-004644,2025-01-31,Engen,50
CLI-001126,2026-02-01,Woolworths,400
CLI-002063,2024-12-09,Virgin Active,250
CLI-003079,2025-05-31,Woolworths,600
CLI-006174,2026-05-22,HBO Max,100
CLI-002906,2024-08-13,Woolworths,150
CLI-006031,2024-12-16,Woolworths,600
CLI-002620,2026-04-16,Woolworths,100
CLI-006429,2025-01-16,HBO Max,400
CLI-003910,2025-12-23,Takealot,600
CLI-000875,2025-07-05,British Airways,150
CLI-000797,2025-07-17,Virgin Active,600
CLI-004205,2025-06-08,Engen,100
CLI-002548,2025-01-14,Takealot,400
CLI-003117,2025-08-18,British Airways,100
CLI-003198,2024-12-26,British Airways,50
CLI-002033,2024-08-01,Takealot,400
CLI-005678,2025-11-17,Engen,50
CLI-000205,2025-11-02,HBO Max,250
CLI-000648,2025-01-08,Engen,250
CLI-005437,2025-10-30,Engen,250
CLI-004678,2025-11-17,Woolworths,400
CLI-001690,2026-01-02,Engen,400
CLI-004896,2025-11-12,British Airways,50
CLI-006192,2024-06-29,Woolworths,50
CLI-000632,2025-01-22,Virgin Active,50
CLI-004466,2026-05-09,Woolworths,600
CLI-001925,2025-12-08,Engen,600
CLI-005956,2025-06-04,British Airways,50
CLI-003934,2025-08-16,Takealot,100
CLI-005722,2025-08-30,British Airways,150
CLI-006357,2025-07-13,Woolworths,150
CLI-001701,2025-04-22,Takealot,600
CLI-001136,2025-06-12,HBO Max,600
CLI-002728,2025-07-06,Woolworths,600
CLI-000355,2025-01-06,HBO Max,250
CLI-000751,2024-06-20,Takealot,600
CLI-005063,2026-03-12,British Airways,100
CLI-001650,2026-04-07,Takealot,150
CLI-004653,2026-02-06,Virgin Active,100
CLI-003797,2024-10-19,Woolworths,150
CLI-006322,2025-01-24,Engen,600
CLI-001178,2024-10-13,Woolworths,400
CLI-004877,2025-10-02,HBO Max,100
CLI-004373,2024-09-17,Virgin Active,400
CLI-005992,2025-11-15,British Airways,150
CLI-002707,2025-11-11,Virgin Active,50
CLI-000035,2025-07-05,Virgin Active,250
CLI-002392,2024-07-11,Woolworths,100
CLI-006177,2025-05-26,Virgin Active,600
CLI-004211,2025-01-08,HBO Max,600
CLI-001276,2025-01-24,Virgin Active,50
CLI-001312,2025-05-14,Takealot,100
CLI-002427,2026-05-08,British Airways,150
CLI-003196,2025-02-03,Takealot,50
CLI-006458,2025-08-04,Engen,400
CLI-001897,2026-05-17,British Airways,400
CLI-005375,2025-02-20,Woolworths,600
CLI-000496,2025-03-26,Takealot,250
CLI-001342,2024-10-06,HBO Max,250
CLI-001084,2024-10-20,British Airways,50
CLI-005673,2024-10-03,HBO Max,100
CLI-006205,2026-06-19,Virgin Active,400
CLI-000826,2025-08-02,Engen,100
CLI-000040,2025-04-14,Woolworths,600
CLI-002036,2026-01-23,HBO Max,50
CLI-000652,2024-12-22,Engen,100
CLI-004731,2025-07-27,Virgin Active,400
CLI-005027,2025-09-23,British Airways,50
CLI-002720,2024-09-14,HBO Max,100
CLI-003440,2025-07-31,Takealot,600
CLI-003944,2025-08-30,Takealot,400
CLI-003312,2024-12-22,Virgin Active,250
CLI-001179,2025-03-31,British Airways,400
CLI-005626,2025-11-23,Woolworths,50
CLI-005236,2025-06-11,Virgin Active,250
CLI-001198,2024-08-21,Takealot,50
CLI-003235,2025-12-23,British Airways,100
CLI-000133,2024-11-24,HBO Max,400
CLI-004596,2025-02-21,Woolworths,50
CLI-004468,2025-05-15,Virgin Active,150
CLI-000580,2024-10-10,British Airways,100
CLI-005260,2024-11-16,British Airways,50
CLI-002350,2026-05-30,Engen,400
CLI-006264,2025-08-22,Engen,50
CLI-000403,2026-01-27,British Airways,150
CLI-000320,2025-01-16,British Airways,50
CLI-001667,2025-11-09,Engen,50
CLI-001788,2025-10-06,Takealot,250
CLI-003319,2025-04-15,British Airways,250
CLI-001592,2025-02-04,Virgin Active,600
CLI-003232,2025-05-25,Woolworths,400
CLI-001498,2025-03-10,HBO Max,400
CLI-005100,2025-07-23,Takealot,150
CLI-006300,2024-12-07,British Airways,50
CLI-004164,2025-10-17,Woolworths,150
CLI-005259,2025-12-09,British Airways,50
CLI-003680,2025-01-23,Engen,150
CLI-004651,2025-06-01,HBO Max,150
CLI-000127,2024-09-10,HBO Max,150
CLI-005713,2025-04-17,Takealot,400
CLI-002999,2024-09-01,Woolworths,100
CLI-004726,2025-07-26,Engen,400
CLI-005002,2025-05-06,Woolworths,150
CLI-006326,2026-01-06,Virgin Active,100
CLI-005895,2025-02-16,British Airways,600
CLI-003627,2026-01-05,Woolworths,400
CLI-006081,2025-09-15,Woolworths,600
CLI-005274,2025-07-02,Engen,150
CLI-005282,2025-05-22,Woolworths,150
CLI-004569,2025-05-28,HBO Max,100
CLI-005057,2025-09-20,Takealot,50
CLI-004459,2026-02-23,Engen,100
CLI-006446,2025-09-04,Engen,100
CLI-001334,2025-08-26,British Airways,100
CLI-006054,2026-02-07,Engen,100
CLI-005874,2025-10-09,Takealot,100
CLI-004443,2025-05-30,Takealot,100
CLI-003312,2025-03-13,Engen,150
CLI-003296,2024-10-30,Woolworths,50
CLI-002925,2024-12-19,Woolworths,100
CLI-002555,2025-03-02,Woolworths,50
CLI-001944,2026-05-05,Virgin Active,250
CLI-006457,2025-02-02,Virgin Active,100
CLI-001730,2026-05-20,Takealot,250
CLI-002486,2026-01-12,Woolworths,600
CLI-001120,2024-07-02,Takealot,250
CLI-005807,2024-08-14,Woolworths,50
CLI-002125,2026-02-11,British Airways,100
CLI-004455,2025-12-24,Woolworths,150
CLI-003070,2024-07-22,British Airways,150
CLI-000777,2026-05-15,Takealot,600
CLI-002943,2026-03-23,Engen,150
CLI-004666,2025-06-22,HBO Max,250
CLI-002391,2025-01-16,Virgin Active,250
CLI-006178,2025-06-24,Takealot,50
CLI-003340,2024-10-03,British Airways,400
CLI-006047,2026-03-17,Woolworths,50
CLI-003353,2025-07-01,Engen,50
CLI-005266,2025-01-23,Virgin Active,400
CLI-002390,2026-05-21,Woolworths,400
CLI-006345,2025-12-30,HBO Max,50
CLI-000489,2026-01-17,British Airways,50
CLI-002794,2024-12-18,HBO Max,400
CLI-001967,2026-02-24,Engen,150
CLI-003916,2024-08-29,Engen,250
CLI-000402,2026-03-10,Takealot,50
CLI-002293,2026-05-03,British Airways,250
CLI-004076,2026-01-09,HBO Max,100
CLI-002013,2024-11-17,British Airways,50
CLI-003184,2026-02-28,Woolworths,150
CLI-003405,2025-10-18,Woolworths,50
CLI-004596,2024-12-14,Engen,150
CLI-006368,2026-02-20,British Airways,600
CLI-001788,2025-01-24,Takealot,150
CLI-002741,2024-10-15,HBO Max,100
CLI-002360,2024-07-05,Virgin Active,400
CLI-000875,2025-03-18,Woolworths,100
CLI-002408,2025-07-03,Takealot,250
CLI-004057,2026-01-04,Engen,250
CLI-002504,2025-05-03,Woolworths,400
CLI-003528,2026-03-11,British Airways,400
CLI-000192,2024-12-03,HBO Max,250
CLI-000869,2024-10-27,Virgin Active,100
CLI-004572,2024-10-28,British Airways,100
CLI-001476,2026-03-28,Woolworths,250
CLI-004679,2024-07-18,Engen,150
CLI-003247,2026-03-20,HBO Max,100
CLI-005851,2025-05-23,Virgin Active,400
CLI-000634,2024-09-05,Takealot,400
CLI-002746,2025-05-10,Virgin Active,400
CLI-003111,2025-06-30,Engen,600
CLI-002084,2026-04-03,Virgin Active,600
